 Downes	fictional_and_archetypal
 Tichburne	fictional_and_archetypal
 Cook_Ch1	fictional_and_archetypal
 Pride_Ch1	fictional_and_archetypal
 Hacker_Ch1	fictional_and_archetypal
 Herbert_Ch1	fictional_and_archetypal
 Hammond_Ch1	fictional_and_archetypal
 PrincessE_Ch1	fictional_and_archetypal
 Groby	historical_people
 Bradshaw	fictional_and_archetypal
 Ahab	fictional_and_archetypal
 Rehoboam	fictional_and_archetypal
 Brutus	historical_people
 Julius_Caesar	historical_people
 WhiteGilbert	historical_people
 Friday	fictional_and_archetypal
 Prospero	fictional_and_archetypal
 Miranda	fictional_and_archetypal
 Caliban	fictional_and_archetypal
 Ariel	fictional_and_archetypal
 RetiredPublican	fictional_and_archetypal
 RetiredPublicansWife	fictional_and_archetypal
 Shoemaker	fictional_and_archetypal
 ShoemakersDaughter	fictional_and_archetypal
 Blacksmith	fictional_and_archetypal
 BlacksmithsWife	fictional_and_archetypal
 BustlingDame	fictional_and_archetypal
 BustlingDamesChildren	fictional_and_archetypal
 Shopkeeper	fictional_and_archetypal
 ShopkeepersWife	fictional_and_archetypal
 ShopkeepersLodger1	fictional_and_archetypal
 ShopkeepersLodger2	fictional_and_archetypal
 RoseInnLandlord	fictional_and_archetypal
 RoseInnLandlordsWife	fictional_and_archetypal
 Phoebe	fictional_and_archetypal
 RecruitingSerjeant	fictional_and_archetypal
 WhimsicalPerson	fictional_and_archetypal
 Penelope	fictional_and_archetypal
 LizzysFather	fictional_and_archetypal
 LizzysMother	fictional_and_archetypal
 Lizzy	fictional_and_archetypal
 WheelersWife	fictional_and_archetypal
 Wheeler	fictional_and_archetypal
 Curate	fictional_and_archetypal
 Mason	fictional_and_archetypal
 MasonsWife	fictional_and_archetypal
 Officer	fictional_and_archetypal
 OfficersEldestSon	fictional_and_archetypal
 JohnEvans	fictional_and_archetypal
 JohnEvansWife	fictional_and_archetypal
 Lieutenant	fictional_and_archetypal
 OVNarrator	fictional_and_archetypal
 Rienzi	publications
