"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","Node-1-Attributes","Node-2-Attributes","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"2096","2.67642527","1.798E-4","0.3736327","0.0","13","5","false"," Robertson_William","84.38461538",,,"13","0","0","0.66471495","false","0"," Robertson_William","35138","0.32699849"
"2097","2.67642527","1.798E-4","0.3736327","0.0","13","5","false","Schiller_F","84.38461538","historical_people","historical_people","13","0","0","0.66471495","false","0","Schiller_F","35138","0.32699849"
"2099","2.67642527","1.798E-4","0.3736327","0.0","13","5","false","Fuseli_Sophia","84.38461538","historical_people","historical_people","13","0","0","0.66471495","false","0","Fuseli_Sophia","35138","0.32699849"
"2102","1.90909091","0.022824","0.52380952","0.0","325","4","false","Talfourd_Thos","84.97409326","historical_people","historical_people","325","0","42","0.81818182","false","0","Talfourd_Thos","4546696","0.25998171"
"2105","2.67642527","1.798E-4","0.3736327","0.0","13","5","false","John_Apostle","84.38461538","historical_people","historical_people","13","0","0","0.66471495","false","0","John_Apostle","35138","0.32699849"
"2108","2.67642527","1.798E-4","0.3736327","0.0","13","5","false","Lazarus","84.38461538","fictional_and_archetypal","fictional_and_archetypal","13","0","0","0.66471495","false","0","Lazarus","35138","0.32699849"
"2115","2.67642527","1.798E-4","0.3736327","0.0","13","5","false"," Schiller_F","84.38461538",,,"13","0","0","0.66471495","false","0"," Schiller_F","35138","0.32699849"
"2116","2.67642527","1.798E-4","0.3736327","0.0","13","5","false","Robertson_William","84.38461538","historical_people","historical_people","13","0","0","0.66471495","false","0","Robertson_William","35138","0.32699849"
"2130","2.67642527","1.798E-4","0.3736327","0.0","13","5","false"," Fuseli_Sophia","84.38461538",,,"13","0","0","0.66471495","false","0"," Fuseli_Sophia","35138","0.32699849"
"2157","1.90909091","0.022824","0.52380952","0.0","325","4","false"," Talfourd_Thos","84.97409326",,,"325","0","42","0.81818182","false","0"," Talfourd_Thos","4546696","0.25998171"
"2184","2.67642527","1.798E-4","0.3736327","0.0","13","5","false"," John_Apostle","84.38461538",,,"13","0","0","0.66471495","false","0"," John_Apostle","35138","0.32699849"
"2211","2.67642527","1.798E-4","0.3736327","0.0","13","5","false"," Lazarus","84.38461538",,,"13","0","0","0.66471495","false","0"," Lazarus","35138","0.32699849"
"2290","2.46687211","2.3497E-4","0.40537164","0.0","15","4","false","Fieschi_GL","59.93333333","historical_people","historical_people","15","0","0","0.70662558","false","0","Fieschi_GL","40870","0.18416667"
"2292","2.46687211","2.3497E-4","0.40537164","0.0","15","4","false","Doria_Andrea","59.93333333","historical_people","historical_people","15","0","0","0.70662558","false","0","Doria_Andrea","40870","0.18416667"
"2294","2.46687211","2.3497E-4","0.40537164","0.0","15","4","false","Robertson_Wm","59.93333333","historical_people","historical_people","15","0","0","0.70662558","false","0","Robertson_Wm","40870","0.18416667"
"2296","1.80431433","0.06764487","0.55422716","0.0","373","4","false","Macready_Wm","77.18061674","historical_people","historical_people","373","0","50","0.83913713","false","0","Macready_Wm","10345664","0.2358533"
"2298","2.46687211","2.3497E-4","0.40537164","0.0","15","4","false","Tobin_John","59.93333333","historical_people","historical_people","15","0","0","0.70662558","false","0","Tobin_John","40870","0.18416667"
"2300","2.42681048","8.3893E-4","0.41206349","0.0","27","4","false","Colburn","75.8","historical_people","historical_people","27","0","2","0.7146379","false","0","Colburn","152254","0.23157895"
"2302","2.38058552","0.00203641","0.42006472","0.0","55","4","false","Baldwin_R","70.525","historical_people","historical_people","55","0","9","0.7238829","false","0","Baldwin_R","394144","0.21524768"
"2307","2.46687211","2.3497E-4","0.40537164","0.0","15","4","false","Nicholls_John","59.93333333","historical_people","historical_people","15","0","0","0.70662558","false","0","Nicholls_John","40870","0.18416667"
"2310","2.42064715","8.5028E-4","0.41311267","0.0","32","4","false","Scott_John","66.62962963","historical_people","historical_people","32","0","5","0.71587057","false","0","Scott_John","165266","0.20318771"
"2312","2.42064715","8.5028E-4","0.41311267","0.0","32","4","false","Lockhart_JG","66.62962963","historical_people","historical_people","32","0","5","0.71587057","false","0","Lockhart_JG","165266","0.20318771"
"2314","2.46687211","2.3497E-4","0.40537164","0.0","15","4","false","Smith_Horace","59.93333333","historical_people","historical_people","15","0","0","0.70662558","false","0","Smith_Horace","40870","0.18416667"
"2316","2.46687211","2.3497E-4","0.40537164","0.0","15","4","false"," Fieschi_GL","59.93333333",,,"15","0","0","0.70662558","false","0"," Fieschi_GL","40870","0.18416667"
"2332","2.46687211","2.3497E-4","0.40537164","0.0","15","4","false"," Doria_Andrea","59.93333333",,,"15","0","0","0.70662558","false","0"," Doria_Andrea","40870","0.18416667"
"2348","2.46687211","2.3497E-4","0.40537164","0.0","15","4","false"," Robertson_Wm","59.93333333",,,"15","0","0","0.70662558","false","0"," Robertson_Wm","40870","0.18416667"
"2364","1.80431433","0.06764487","0.55422716","0.0","373","4","false"," Macready_Wm","77.18061674",,,"373","0","50","0.83913713","false","0"," Macready_Wm","10345664","0.2358533"
"2380","2.46687211","2.3497E-4","0.40537164","0.0","15","4","false"," Tobin_John","59.93333333",,,"15","0","0","0.70662558","false","0"," Tobin_John","40870","0.18416667"
"2396","2.42681048","8.3893E-4","0.41206349","0.0","27","4","false"," Colburn","75.8",,,"27","0","2","0.7146379","false","0"," Colburn","152254","0.23157895"
"2412","2.38058552","0.00203641","0.42006472","0.0","55","4","false"," Baldwin_R","70.525",,,"55","0","9","0.7238829","false","0"," Baldwin_R","394144","0.21524768"
"2473","2.46687211","2.3497E-4","0.40537164","0.0","15","4","false"," Nicholls_John","59.93333333",,,"15","0","0","0.70662558","false","0"," Nicholls_John","40870","0.18416667"
"2504","2.42064715","8.5028E-4","0.41311267","0.0","32","4","false"," Scott_John","66.62962963",,,"32","0","5","0.71587057","false","0"," Scott_John","165266","0.20318771"
"2520","2.42064715","8.5028E-4","0.41311267","0.0","32","4","false"," Lockhart_JG","66.62962963",,,"32","0","5","0.71587057","false","0"," Lockhart_JG","165266","0.20318771"
"2536","2.46687211","2.3497E-4","0.40537164","0.0","15","4","false"," Smith_Horace","59.93333333",,,"15","0","0","0.70662558","false","0"," Smith_Horace","40870","0.18416667"
"2572","2.54699538","2.2281E-4","0.39261948","0.0","17","4","false","Christie_JH","78.64705882","historical_people","historical_people","17","0","0","0.69060092","false","0","Christie_JH","55378","0.26591459"
"2580","2.43913713","4.4118E-4","0.40998105","0.0","26","4","false","Hofland_TC","88.57142857","historical_people","historical_people","26","0","5","0.71217257","false","0","Hofland_TC","123998","0.27111897"
"2582","2.54699538","2.2281E-4","0.39261948","0.0","17","4","false","Ferdinand_I","78.64705882","historical_people","historical_people","17","0","0","0.69060092","false","0","Ferdinand_I","55378","0.26591459"
"2584","2.54699538","2.2281E-4","0.39261948","0.0","17","4","false","Ashburton_Lord","78.64705882","historical_people","historical_people","17","0","0","0.69060092","false","0","Ashburton_Lord","55378","0.26591459"
"2593","2.54699538","2.2281E-4","0.39261948","0.0","17","4","false"," Christie_JH","78.64705882",,,"17","0","0","0.69060092","false","0"," Christie_JH","55378","0.26591459"
"2713","2.43913713","4.4118E-4","0.40998105","0.0","26","4","false"," Hofland_TC","88.57142857",,,"26","0","5","0.71217257","false","0"," Hofland_TC","123998","0.27111897"
"2731","2.54699538","2.2281E-4","0.39261948","0.0","17","4","false"," Ferdinand_I","78.64705882",,,"17","0","0","0.69060092","false","0"," Ferdinand_I","55378","0.26591459"
"2749","2.54699538","2.2281E-4","0.39261948","0.0","17","4","false"," Ashburton_Lord","78.64705882",,,"17","0","0","0.69060092","false","0"," Ashburton_Lord","55378","0.26591459"
"3018","2.69183359","8.519E-5","0.37149399","0.0","8","5","false","Mrs_Hall","104.125","historical_people","historical_people","8","0","0","0.66163328","false","0","Mrs_Hall","13524","0.40441176"
"3021","2.69183359","8.519E-5","0.37149399","0.0","8","5","false","Northmore_Thos","104.125","historical_people","historical_people","8","0","0","0.66163328","false","0","Northmore_Thos","13524","0.40441176"
"3023","2.02003082","0.01032764","0.49504195","0.0","195","4","false","Valpy_Richard","100.07006369","historical_people","historical_people","195","0","15","0.79599384","false","0","Valpy_Richard","2529702","0.30671846"
"3028","2.69183359","8.519E-5","0.37149399","0.0","8","5","false","Elford_J","104.125","historical_people","historical_people","8","0","0","0.66163328","false","0","Elford_J","13524","0.40441176"
"3030","2.69183359","8.519E-5","0.37149399","0.0","8","5","false"," Mrs_Hall","104.125",,,"8","0","0","0.66163328","false","0"," Mrs_Hall","13524","0.40441176"
"3047","2.69183359","8.519E-5","0.37149399","0.0","8","5","false"," Northmore_Thos","104.125",,,"8","0","0","0.66163328","false","0"," Northmore_Thos","13524","0.40441176"
"3056","2.02003082","0.01032764","0.49504195","0.0","195","4","false"," Valpy_Richard","100.07006369",,,"195","0","15","0.79599384","false","0"," Valpy_Richard","2529702","0.30671846"
"3089","2.69183359","8.519E-5","0.37149399","0.0","8","5","false"," Elford_J","104.125",,,"8","0","0","0.66163328","false","0"," Elford_J","13524","0.40441176"
"3100","2.03543914","0.00787226","0.49129447","0.0","210","4","false","Doge_F","102.23026316","fictional_and_archetypal","fictional_and_archetypal","210","0","20","0.79291217","false","0","Doge_F","2114602","0.31340639"
"3102","2.54699538","6.4496E-4","0.39261948","0.0","40","5","false","Erizzo","85.17241379","fictional_and_archetypal","fictional_and_archetypal","40","0","6","0.69060092","false","0","Erizzo","129266","0.29954596"
"3107","2.59938367","1.3277E-4","0.38470658","0.0","12","5","false","May_J","107.16666667","historical_people","historical_people","12","0","0","0.68012327","false","0","May_J","30850","0.37781732"
"3111","2.59938367","1.3277E-4","0.38470658","0.0","12","5","false","Sforza","107.16666667","fictional_and_archetypal","fictional_and_archetypal","12","0","0","0.68012327","false","0","Sforza","30850","0.37781732"
"3138","2.03543914","0.00787226","0.49129447","0.0","210","4","false"," Doge_F","102.23026316",,,"210","0","20","0.79291217","false","0"," Doge_F","2114602","0.31340639"
"3151","2.54699538","6.4496E-4","0.39261948","0.0","40","5","false"," Erizzo","85.17241379",,,"40","0","6","0.69060092","false","0"," Erizzo","129266","0.29954596"
"3200","2.59938367","1.3277E-4","0.38470658","0.0","12","5","false"," May_J","107.16666667",,,"12","0","0","0.68012327","false","0"," May_J","30850","0.37781732"
"3237","2.59938367","1.3277E-4","0.38470658","0.0","12","5","false"," Sforza","107.16666667",,,"12","0","0","0.68012327","false","0"," Sforza","30850","0.37781732"
"3265","2.5192604","8.4785E-4","0.3969419","0.0","51","5","false","Quayle_Mr","88.3030303","historical_people","historical_people","51","0","9","0.69614792","false","0","Quayle_Mr","192506","0.30525535"
"3267","2.605547","7.433E-5","0.38379657","0.0","10","5","false","Homer","138.8","historical_people","historical_people","10","0","0","0.6788906","false","0","Homer","19666","0.49039146"
"3269","2.09707242","0.00351446","0.47685525","0.0","152","4","false","Sophocles","114.77272727","historical_people","historical_people","152","0","12","0.78058552","false","0","Sophocles","1057552","0.35223755"
"3271","2.52850539","5.9904E-4","0.39549055","0.0","44","5","false","Burgess","94.7","historical_people","historical_people","44","0","10","0.69429892","false","0","Burgess","161408","0.32762238"
"3273","2.605547","7.433E-5","0.38379657","0.0","10","5","false","Culpepper_Mrs","138.8","historical_people","historical_people","10","0","0","0.6788906","false","0","Culpepper_Mrs","19666","0.49039146"
"3307","2.5192604","8.4785E-4","0.3969419","0.0","51","5","false"," Quayle_Mr","88.3030303",,,"51","0","9","0.69614792","false","0"," Quayle_Mr","192506","0.30525535"
"3318","2.605547","7.433E-5","0.38379657","0.0","10","5","false"," Homer","138.8",,,"10","0","0","0.6788906","false","0"," Homer","19666","0.49039146"
"3329","2.09707242","0.00351446","0.47685525","0.0","152","4","false"," Sophocles","114.77272727",,,"152","0","12","0.78058552","false","0"," Sophocles","1057552","0.35223755"
"3340","2.52850539","5.9904E-4","0.39549055","0.0","44","5","false"," Burgess","94.7",,,"44","0","10","0.69429892","false","0"," Burgess","161408","0.32762238"
"3351","2.605547","7.433E-5","0.38379657","0.0","10","5","false"," Culpepper_Mrs","138.8",,,"10","0","0","0.6788906","false","0"," Culpepper_Mrs","19666","0.49039146"
"3384","2.49460709","0.00169071","0.40086473","0.0","51","5","false","Doge_F_hist","79.75609756","historical_people","historical_people","51","0","9","0.70107858","false","0","Doge_F_hist","486894","0.27537097"
"3388","2.07858243","0.00586272","0.48109711","0.0","150","4","false","Young_CM","111.70289855","historical_people","historical_people","150","0","11","0.78428351","false","0","Young_CM","1836336","0.34273343"
"3390","2.06009245","0.00563588","0.48541511","0.0","183","4","false","Camilla","107.61805556","fictional_and_archetypal","fictional_and_archetypal","183","0","20","0.78798151","false","0","Camilla","1712560","0.33008686"
"3392","2.48228043","0.00167049","0.40285537","0.0","75","5","false","Foscari_Fr","75.33333333","fictional_and_archetypal","fictional_and_archetypal","75","0","16","0.70354391","false","0","Foscari_Fr","353892","0.25990676"
"3395","2.49768875","0.00142158","0.40037014","0.0","57","5","false","Milman_HH","75.0","historical_people","historical_people","57","0","8","0.70046225","false","0","Milman_HH","287110","0.25874126"
"3397","2.0816641","0.00405646","0.4803849","0.0","161","4","false","Euripides","112.61313869","historical_people","historical_people","161","0","17","0.78366718","false","0","Euripides","1289866","0.34555151"
"3399","2.5624037","1.977E-4","0.39025857","0.0","19","5","false","Aeschylus","108.0","historical_people","historical_people","19","0","0","0.68751926","false","0","Aeschylus","75576","0.37412587"
"3402","2.54083205","4.7228E-4","0.39357186","0.0","30","5","false","Cassandra","100.65384615","fictional_and_archetypal","fictional_and_archetypal","30","0","4","0.69183359","false","0","Cassandra","141854","0.34844002"
"3447","2.49460709","0.00169071","0.40086473","0.0","51","5","false"," Doge_F_hist","79.75609756",,,"51","0","9","0.70107858","false","0"," Doge_F_hist","486894","0.27537097"
"3505","2.07858243","0.00586272","0.48109711","0.0","150","4","false"," Young_CM","111.70289855",,,"150","0","11","0.78428351","false","0"," Young_CM","1836336","0.34273343"
"3525","2.06009245","0.00563588","0.48541511","0.0","183","4","false"," Camilla","107.61805556",,,"183","0","20","0.78798151","false","0"," Camilla","1712560","0.33008686"
"3545","2.48228043","0.00167049","0.40285537","0.0","75","5","false"," Foscari_Fr","75.33333333",,,"75","0","16","0.70354391","false","0"," Foscari_Fr","353892","0.25990676"
"3584","2.49768875","0.00142158","0.40037014","0.0","57","5","false"," Milman_HH","75.0",,,"57","0","8","0.70046225","false","0"," Milman_HH","287110","0.25874126"
"3604","2.0816641","0.00405646","0.4803849","0.0","161","4","false"," Euripides","112.61313869",,,"161","0","17","0.78366718","false","0"," Euripides","1289866","0.34555151"
"3624","2.5624037","1.977E-4","0.39025857","0.0","19","5","false"," Aeschylus","108.0",,,"19","0","0","0.68751926","false","0","Aeschylus","75576","0.37412587"
"3663","2.54083205","4.7228E-4","0.39357186","0.0","30","5","false"," Cassandra","100.65384615",,,"30","0","4","0.69183359","false","0"," Cassandra","141854","0.34844002"
"3778","2.57781202","2.4922E-4","0.38792588","0.0","17","5","false"," Haydon_Mrs","109.26666667",,,"17","0","2","0.6844376","false","0"," Haydon_Mrs","55182","0.37988304"
"3783","2.61787365","6.766E-5","0.38198941","0.0","7","5","false","Potter_R","110.57142857","historical_people","historical_people","7","0","0","0.67642527","false","0","Potter_R","12962","0.39132653"
"3785","2.61787365","6.766E-5","0.38198941","0.0","7","5","false","Michelangelo","110.57142857","historical_people","historical_people","7","0","0","0.67642527","false","0","Michelangelo","12962","0.39132653"
"3788","2.57781202","2.4922E-4","0.38792588","0.0","17","5","false","Haydon_Mrs","109.26666667","historical_people","historical_people","17","0","2","0.6844376","false","0","Haydon_Mrs","55182","0.37988304"
"3817","2.61787365","6.766E-5","0.38198941","0.0","7","5","false"," Potter_R","110.57142857",,,"7","0","0","0.67642527","false","0"," Potter_R","12962","0.39132653"
"3825","2.61787365","6.766E-5","0.38198941","0.0","7","5","false"," Michelangelo","110.57142857",,,"7","0","0","0.67642527","false","0"," Michelangelo","12962","0.39132653"
"3840","2.60862866","7.855E-5","0.38334318","0.0","9","5","false"," Taylor_John","127.88888889",,,"9","0","0","0.67827427","false","0"," Taylor_John","20640","0.45156188"
"3843","2.12788906","0.00204729","0.46994931","0.0","126","4","false","Robins_Geo","121.26229508","historical_people","historical_people","126","0","4","0.77442219","false","0","Robins_Geo","579104","0.37232909"
"3847","2.60862866","7.855E-5","0.38334318","0.0","9","5","false","Newberry_J","127.88888889","historical_people","historical_people","9","0","0","0.67827427","false","0","Newberry_J","20640","0.45156188"
"3852","2.60862866","7.855E-5","0.38334318","0.0","9","5","false","Taylor_John","127.88888889","historical_people","historical_people","9","0","0","0.67827427","false","0","Taylor_John","20640","0.45156188"
"3871","2.12788906","0.00204729","0.46994931","0.0","126","4","false"," Robins_Geo","121.26229508",,,"126","0","4","0.77442219","false","0"," Robins_Geo","579104","0.37232909"
"3899","2.60862866","7.855E-5","0.38334318","0.0","9","5","false"," Newberry_J","127.88888889",,,"9","0","0","0.67827427","false","0"," Newberry_J","20640","0.45156188"
"3938","2.596302","1.2404E-4","0.3851632","0.0","13","5","false","Pisani_F","113.61538462","fictional_and_archetypal","fictional_and_archetypal","13","0","0","0.6807396","false","0","Pisani_F","31700","0.40076649"
"3940","2.09090909","0.00386602","0.47826087","0.0","148","4","false","Donato","113.08955224","fictional_and_archetypal","fictional_and_archetypal","148","0","9","0.78181818","false","0","Donato","1215354","0.34702648"
"3942","2.596302","1.2404E-4","0.3851632","0.0","13","5","false","Laura_F","113.61538462","fictional_and_archetypal","fictional_and_archetypal","13","0","0","0.6807396","false","0","Laura_F","31700","0.40076649"
"3945","2.596302","1.2404E-4","0.3851632","0.0","13","5","false","Olivia_F","113.61538462","fictional_and_archetypal","fictional_and_archetypal","13","0","0","0.6807396","false","0","Olivia_F","31700","0.40076649"
"3979","2.596302","1.2404E-4","0.3851632","0.0","13","5","false"," Pisani_F","113.61538462",,,"13","0","0","0.6807396","false","0"," Pisani_F","31700","0.40076649"
"3993","2.09090909","0.00386602","0.47826087","0.0","148","4","false"," Donato","113.08955224",,,"148","0","9","0.78181818","false","0"," Donato","1215354","0.34702648"
"4007","2.596302","1.2404E-4","0.3851632","0.0","13","5","false"," Laura_F","113.61538462",,,"13","0","0","0.6807396","false","0"," Laura_F","31700","0.40076649"
"4034","2.596302","1.2404E-4","0.3851632","0.0","13","5","false"," Olivia_F","113.61538462",,,"13","0","0","0.6807396","false","0"," Olivia_F","31700","0.40076649"
"4128","2.06625578","0.00674768","0.48396719","0.0","169","4","false","Cosmo","108.32394366","fictional_and_archetypal","fictional_and_archetypal","169","0","17","0.78674884","false","0","Cosmo","2043316","0.33227227"
"4130","2.59938367","1.9537E-4","0.38470658","0.0","18","5","false","Donato_hist","97.66666667","historical_people","historical_people","18","0","0","0.68012327","false","0","Donato_hist","58068","0.35151515"
"4132","2.59938367","1.9537E-4","0.38470658","0.0","18","5","false","Moore_DrJ","97.66666667","historical_people","historical_people","18","0","0","0.68012327","false","0","Moore_DrJ","58068","0.35151515"
"4134","2.56856703","7.2683E-4","0.38932214","0.0","32","5","false","Foscari_son_hist","79.71428571","historical_people","historical_people","32","0","4","0.68628659","false","0","Foscari_son_hist","200660","0.28623377"
"4140","2.34668721","0.01312685","0.42613263","0.0","125","5","false","Kemble_C","55.80898876","historical_people","historical_people","125","0","19","0.73066256","false","0","Kemble_C","2103924","0.19163982"
"4144","2.59938367","1.9537E-4","0.38470658","0.0","18","5","false","Wakefield_D","97.66666667","historical_people","historical_people","18","0","0","0.68012327","false","0","Wakefield_D","58068","0.35151515"
"4147","2.57164869","3.3779E-4","0.3888556","0.0","27","5","false","coles","95.9047619","Past_Editors","Past_Editors","27","0","6","0.68567026","false","0","coles","86428","0.33773937"
"4150","2.59938367","1.9537E-4","0.38470658","0.0","18","5","false","Croly_G","97.66666667","historical_people","historical_people","18","0","0","0.68012327","false","0","Croly_G","58068","0.35151515"
"4188","2.06625578","0.00674768","0.48396719","0.0","169","4","false"," Cosmo","108.32394366",,,"169","0","17","0.78674884","false","0"," Cosmo","2043316","0.33227227"
"4207","2.59938367","1.9537E-4","0.38470658","0.0","18","5","false"," Donato_hist","97.66666667",,,"18","0","0","0.68012327","false","0"," Donato_hist","58068","0.35151515"
"4226","2.59938367","1.9537E-4","0.38470658","0.0","18","5","false"," Moore_DrJ","97.66666667",,,"18","0","0","0.68012327","false","0"," Moore_DrJ","58068","0.35151515"
"4245","2.56856703","7.2683E-4","0.38932214","0.0","32","5","false"," Foscari_son_hist","79.71428571",,,"32","0","4","0.68628659","false","0"," Foscari_son_hist","200660","0.28623377"
"4336","2.34668721","0.01312685","0.42613263","0.0","125","5","false"," Kemble_C","55.80898876",,,"125","0","19","0.73066256","false","0"," Kemble_C","2103924","0.19163982"
"4391","2.59938367","1.9537E-4","0.38470658","0.0","18","5","false"," Wakefield_D","97.66666667",,,"18","0","0","0.68012327","false","0"," Wakefield_D","58068","0.35151515"
"4428","2.57164869","3.3779E-4","0.3888556","0.0","27","5","false"," coles","95.9047619",,,"27","0","6","0.68567026","false","0"," coles","86428","0.33773937"
"4465","2.59938367","1.9537E-4","0.38470658","0.0","18","5","false"," Croly_G","97.66666667",,,"18","0","0","0.68012327","false","0"," Croly_G","58068","0.35151515"
"4531","2.59013867","1.2719E-4","0.38607971","0.0","15","5","false","Jailer_F","123.4","fictional_and_archetypal","fictional_and_archetypal","15","0","0","0.68197227","false","0","Jailer_F","37682","0.43558719"
"4534","2.59013867","1.2719E-4","0.38607971","0.0","15","5","false","Bennet_G","123.4","historical_people","historical_people","15","0","0","0.68197227","false","0","Bennet_G","37682","0.43558719"
"4536","2.59013867","1.2719E-4","0.38607971","0.0","15","5","false","Hume_Jos","123.4","historical_people","historical_people","15","0","0","0.68197227","false","0","Hume_Jos","37682","0.43558719"
"4540","2.1248074","0.00192156","0.47063089","0.0","132","4","false","Coleridge_ST","120.14634146","historical_people","historical_people","132","0","9","0.77503852","false","0","Coleridge_ST","631324","0.36887412"
"4620","2.59013867","1.2719E-4","0.38607971","0.0","15","5","false"," Jailer_F","123.4",,,"15","0","0","0.68197227","false","0"," Jailer_F","37682","0.43558719"
"4651","2.59013867","1.2719E-4","0.38607971","0.0","15","5","false"," Bennet_G","123.4",,,"15","0","0","0.68197227","false","0"," Bennet_G","37682","0.43558719"
"4667","2.59013867","1.2719E-4","0.38607971","0.0","15","5","false"," Hume_Jos","123.4",,,"15","0","0","0.68197227","false","0"," Hume_Jos","37682","0.43558719"
"4713","2.1248074","0.00192156","0.47063089","0.0","132","4","false"," Coleridge_ST","120.14634146",,,"132","0","9","0.77503852","false","0"," Coleridge_ST","631324","0.36887412"
"4885","2.55007704","9.6133E-4","0.39214502","0.0","30","5","false","Cobbett_Wm","72.17857143","historical_people","historical_people","30","0","2","0.68998459","false","0","Cobbett_Wm","217124","0.25330452"
"4889","2.58705701","2.6791E-4","0.38653961","0.0","16","5","false","GastonII","85.375","historical_people","historical_people","16","0","0","0.6825886","false","0","GastonII","54640","0.3002669"
"4891","2.58705701","2.6791E-4","0.38653961","0.0","16","5","false","GastonIII","85.375","historical_people","historical_people","16","0","0","0.6825886","false","0","GastonIII","54640","0.3002669"
"4893","2.58705701","2.6791E-4","0.38653961","0.0","16","5","false","Froissart","85.375","historical_people","historical_people","16","0","0","0.6825886","false","0","Froissart","54640","0.3002669"
"4895","2.58705701","2.6791E-4","0.38653961","0.0","16","5","false","Valpy_John","85.375","historical_people","historical_people","16","0","0","0.6825886","false","0","Valpy_John","54640","0.3002669"
"4897","2.58705701","2.6791E-4","0.38653961","0.0","16","5","false","Bayley_P","85.375","historical_people","historical_people","16","0","0","0.6825886","false","0","Bayley_P","54640","0.3002669"
"4899","2.58705701","2.6791E-4","0.38653961","0.0","16","5","false","Nooth_C","85.375","historical_people","historical_people","16","0","0","0.6825886","false","0","Nooth_C","54640","0.3002669"
"4901","2.58705701","2.6791E-4","0.38653961","0.0","16","5","false","Procter_BW","85.375","historical_people","historical_people","16","0","0","0.6825886","false","0","Procter_BW","54640","0.3002669"
"4904","2.58705701","2.6791E-4","0.38653961","0.0","16","5","false","Soane_G","85.375","historical_people","historical_people","16","0","0","0.6825886","false","0","Soane_G","54640","0.3002669"
"4925","2.55007704","9.6133E-4","0.39214502","0.0","30","5","false"," Cobbett_Wm","72.17857143",,,"30","0","2","0.68998459","false","0"," Cobbett_Wm","217124","0.25330452"
"4974","2.58705701","2.6791E-4","0.38653961","0.0","16","5","false"," GastonII","85.375",,,"16","0","0","0.6825886","false","0"," GastonII","54640","0.3002669"
"4991","2.58705701","2.6791E-4","0.38653961","0.0","16","5","false"," GastonIII","85.375",,,"16","0","0","0.6825886","false","0"," GastonIII","54640","0.3002669"
"5008","2.58705701","2.6791E-4","0.38653961","0.0","16","5","false"," Froissart","85.375",,,"16","0","0","0.6825886","false","0"," Froissart","54640","0.3002669"
"5025","2.58705701","2.6791E-4","0.38653961","0.0","16","5","false"," Valpy_John","85.375",,,"16","0","0","0.6825886","false","0"," Valpy_John","54640","0.3002669"
"5042","2.58705701","2.6791E-4","0.38653961","0.0","16","5","false"," Bayley_P","85.375",,,"16","0","0","0.6825886","false","0"," Bayley_P","54640","0.3002669"
"5059","2.58705701","2.6791E-4","0.38653961","0.0","16","5","false"," Nooth_C","85.375",,,"16","0","0","0.6825886","false","0"," Nooth_C","54640","0.3002669"
"5076","2.58705701","2.6791E-4","0.38653961","0.0","16","5","false"," Procter_BW","85.375",,,"16","0","0","0.6825886","false","0"," Procter_BW","54640","0.3002669"
"5109","2.58705701","2.6791E-4","0.38653961","0.0","16","5","false"," Soane_G","85.375",,,"16","0","0","0.6825886","false","0"," Soane_G","54640","0.3002669"
"5174","2.10939908","0.00311806","0.47406866","0.0","141","4","false","Kemble_MrsC","116.9765625","historical_people","historical_people","141","0","10","0.77812018","false","0","Kemble_MrsC","877266","0.35906057"
"5177","2.58089368","1.5969E-4","0.38746269","0.0","13","5","false","DAlba","116.46153846","fictional_and_archetypal","fictional_and_archetypal","13","0","0","0.68382126","false","0","DAlba","44000","0.40371167"
"5179","2.58089368","1.5969E-4","0.38746269","0.0","13","5","false","Julian","116.46153846","fictional_and_archetypal","fictional_and_archetypal","13","0","0","0.68382126","false","0","Julian","44000","0.40371167"
"5181","2.12172573","0.00237388","0.47131445","0.0","130","4","false","Annabel_J","120.2016129","fictional_and_archetypal","fictional_and_archetypal","130","0","6","0.77565485","false","0","Annabel_J","678718","0.36904524"
"5183","2.58089368","1.5969E-4","0.38746269","0.0","13","5","false","Jonson_B","116.46153846","historical_people","historical_people","13","0","0","0.68382126","false","0","Jonson_B","44000","0.40371167"
"5185","2.12172573","0.00237388","0.47131445","0.0","130","4","false","Massinger_Phil","120.2016129","historical_people","historical_people","130","0","6","0.77565485","false","0","Massinger_Phil","678718","0.36904524"
"5189","2.58089368","1.5969E-4","0.38746269","0.0","13","5","false","Coutts_HM","116.46153846","historical_people","historical_people","13","0","0","0.68382126","false","0","Coutts_HM","44000","0.40371167"
"5194","2.10939908","0.00311806","0.47406866","0.0","141","4","false"," Kemble_MrsC","116.9765625",,,"141","0","10","0.77812018","false","0"," Kemble_MrsC","877266","0.35906057"
"5221","2.58089368","1.5969E-4","0.38746269","0.0","13","5","false"," DAlba","116.46153846",,,"13","0","0","0.68382126","false","0"," DAlba","44000","0.40371167"
"5235","2.58089368","1.5969E-4","0.38746269","0.0","13","5","false"," Julian","116.46153846",,,"13","0","0","0.68382126","false","0"," Julian","44000","0.40371167"
